gene_symbol,mean_coef,median_coef,abs_mean_coef,nonzero_frac,in_clingen_hcvd
DRAM1,0.0,0.0,0.0,0.0,False
WASHC4,0.0,0.0,0.0,0.0,False
SLC41A2,0.0,0.0,0.0,0.0,False
VILL,0.0,0.0,0.0,0.0,False
NEK3,0.0,0.0,0.0,0.0,False
PCDH8,0.0,0.0,0.0,0.0,False
VPS36,0.0,0.0,0.0,0.0,False
RNASEH2B,0.0,0.0,0.0,0.0,False
CKAP2,0.0,0.0,0.0,0.0,False
CNMD,0.0,0.0,0.0,0.0,False
TBC1D4,0.0,0.0,0.0,0.0,False
THSD1,0.0,0.0,0.0,0.0,False
BORA,0.0,0.0,0.0,0.0,False
LRCH1,0.0,0.0,0.0,0.0,False
SUCLA2,0.0,0.0,0.0,0.0,False
RCBTB1,0.0,0.0,0.0,0.0,False
MED4,0.0,0.0,0.0,0.0,False
PHF11,0.0,0.0,0.0,0.0,False
RPL13AP25,0.0,0.0,0.0,0.0,False
COG3,0.0,0.0,0.0,0.0,False
SCEL,0.0,0.0,0.0,0.0,False
SPRY2,0.0,0.0,0.0,0.0,False
NUDT15,0.0,0.0,0.0,0.0,False
RCBTB2,0.0,0.0,0.0,0.0,False
SETDB2,0.0,0.0,0.0,0.0,False
C7ORF25,0.0,0.0,0.0,0.0,False
SPDYE1,0.0,0.0,0.0,0.0,False
CHST12,0.0,0.0,0.0,0.0,False
RAPGEF5,0.0,0.0,0.0,0.0,False
RAC1,0.0,0.0,0.0,0.0,False
KDELR2,0.0,0.0,0.0,0.0,False
NUP42,0.0,0.0,0.0,0.0,False
IL6,0.0,0.0,0.0,0.0,False
ZDHHC4,0.0,0.0,0.0,0.0,False
BZW2,0.0,0.0,0.0,0.0,False
DGKB,0.0,0.0,0.0,0.0,False
TBRG4,0.0,0.0,0.0,0.0,False
DDX56,0.0,0.0,0.0,0.0,False
HUS1,0.0,0.0,0.0,0.0,False
NACAD,0.0,0.0,0.0,0.0,False
PKD1L1-AS1,0.0,0.0,0.0,0.0,False
DBNL,0.0,0.0,0.0,0.0,False
CCM2,0.0,0.0,0.0,0.0,False
MMD2,0.0,0.0,0.0,0.0,False
CIDEB,0.0,0.0,0.0,0.0,False
RNASE2CP,0.0,0.0,0.0,0.0,False
TTC5,0.0,0.0,0.0,0.0,False
NKX2-8,0.0,0.0,0.0,0.0,False
NKX2-1,0.0,0.0,0.0,0.0,False
ZFHX2,0.0,0.0,0.0,0.0,False
MTHFS,0.0,0.0,0.0,0.0,False
ABHD17C,0.0,0.0,0.0,0.0,False
IREB2,0.0,0.0,0.0,0.0,False
TM6SF1,0.0,0.0,0.0,0.0,False
CIB2,0.0,0.0,0.0,0.0,False
CALCOCO2,0.0,0.0,0.0,0.0,False
RSAD1,0.0,0.0,0.0,0.0,False
NMT1,0.0,0.0,0.0,0.0,False
MYCBPAP,0.0,0.0,0.0,0.0,False
SRSF1,0.0,0.0,0.0,0.0,False
VEZF1,0.0,0.0,0.0,0.0,False
CHAD,0.0,0.0,0.0,0.0,False
TACO1,0.0,0.0,0.0,0.0,False
TEX2,0.0,0.0,0.0,0.0,False
DCAF7,0.0,0.0,0.0,0.0,False
CSH1,0.0,0.0,0.0,0.0,False
LIMD2,0.0,0.0,0.0,0.0,False
BRIP1,0.0,0.0,0.0,0.0,False
KAT7,0.0,0.0,0.0,0.0,False
RTP4,0.0,0.0,0.0,0.0,False
ACTL6A,0.0,0.0,0.0,0.0,False
NDUFB5,0.0,0.0,0.0,0.0,False
MRPL47,0.0,0.0,0.0,0.0,False
TRA2B,0.0,0.0,0.0,0.0,False
SCN2A,0.0,0.0,0.0,0.0,False
TBR1,0.0,0.0,0.0,0.0,False
MARCHF7,0.0,0.0,0.0,0.0,False
ERMN,0.0,0.0,0.0,0.0,False
GALNT5,0.0,0.0,0.0,0.0,False
SCN7A,0.0,0.0,0.0,0.0,False
TANK,0.0,0.0,0.0,0.0,False
BLK,0.0,0.0,0.0,0.0,False
SKIL,0.0,0.0,0.0,0.0,False
EPRS1,0.0,0.0,0.0,0.0,False
HLX,0.0,0.0,0.0,0.0,False
VPS45,0.0,0.0,0.0,0.0,False
IL10,0.0,0.0,0.0,0.0,False
KCTD3,0.0,0.0,0.0,0.0,False
RPS6KC1,0.0,0.0,0.0,0.0,False
CBWD2,0.0,0.0,0.0,0.0,False
IL36G,0.0,0.0,0.0,0.0,False
IL36A,0.0,0.0,0.0,0.0,False
IL36RN,0.0,0.0,0.0,0.0,False
IL36B,0.0,0.0,0.0,0.0,False
CFC1,0.0,0.0,0.0,0.0,False
SMPD4,0.0,0.0,0.0,0.0,False
WDR33,0.0,0.0,0.0,0.0,False
CCDC115,0.0,0.0,0.0,0.0,False
SAP130,0.0,0.0,0.0,0.0,False
BIN1,0.0,0.0,0.0,0.0,False
IMP4,0.0,0.0,0.0,0.0,False
HS6ST1,0.0,0.0,0.0,0.0,False
UGGT1,0.0,0.0,0.0,0.0,False
STAM,0.0,0.0,0.0,0.0,False
GAD2,0.0,0.0,0.0,0.0,False
ABI1,0.0,0.0,0.0,0.0,False
YME1L1,0.0,0.0,0.0,0.0,False
DNAJC1,0.0,0.0,0.0,0.0,False
NIPSNAP3A,0.0,0.0,0.0,0.0,False
LRRC8A,0.0,0.0,0.0,0.0,False
CDK9,0.0,0.0,0.0,0.0,False
TXN,0.0,0.0,0.0,0.0,False
ODF2,0.0,0.0,0.0,0.0,False
ECPAS,0.0,0.0,0.0,0.0,False
TOR1B,0.0,0.0,0.0,0.0,False
C9ORF78,0.0,0.0,0.0,0.0,False
SMC2,0.0,0.0,0.0,0.0,False
KLF4,0.0,0.0,0.0,0.0,False
TOR1A,0.0,0.0,0.0,0.0,False
RALGPS1,0.0,0.0,0.0,0.0,False
OR1J1,0.0,0.0,0.0,0.0,False
ST6GALNAC4,0.0,0.0,0.0,0.0,False
TMOD1,0.0,0.0,0.0,0.0,False
STXBP1,0.0,0.0,0.0,0.0,False
SLC2A8,0.0,0.0,0.0,0.0,False
CDK5RAP2,0.0,0.0,0.0,0.0,False
ZFP37,0.0,0.0,0.0,0.0,False
SLC31A2,0.0,0.0,0.0,0.0,False
SLC31A1,0.0,0.0,0.0,0.0,False
ZNF189,0.0,0.0,0.0,0.0,False
ALDOB,0.0,0.0,0.0,0.0,False
STX17,0.0,0.0,0.0,0.0,False
PRPF4,0.0,0.0,0.0,0.0,False
FPGS,0.0,0.0,0.0,0.0,False
USP20,0.0,0.0,0.0,0.0,False
BAAT,0.0,0.0,0.0,0.0,False
KIF12,0.0,0.0,0.0,0.0,False
ATP6V1G1,0.0,0.0,0.0,0.0,False
TEX10,0.0,0.0,0.0,0.0,False
GARNL3,0.0,0.0,0.0,0.0,False
MRPL50,0.0,0.0,0.0,0.0,False
DPM2,0.0,0.0,0.0,0.0,False
WDR38,0.0,0.0,0.0,0.0,False
TSTD2,0.0,0.0,0.0,0.0,False
GABBR2,0.0,0.0,0.0,0.0,False
HEMGN,0.0,0.0,0.0,0.0,False
PSMB7,0.0,0.0,0.0,0.0,False
NR5A1,0.0,0.0,0.0,0.0,False
TRMO,0.0,0.0,0.0,0.0,False
RABEPK,0.0,0.0,0.0,0.0,False
GOLGA1,0.0,0.0,0.0,0.0,False
XPA,0.0,0.0,0.0,0.0,False
NCBP1,0.0,0.0,0.0,0.0,False
ANP32B,0.0,0.0,0.0,0.0,False
OR1L4,0.0,0.0,0.0,0.0,False
PDCL,0.0,0.0,0.0,0.0,False
RPL35,0.0,0.0,0.0,0.0,False
CTSV,0.0,0.0,0.0,0.0,False
LMX1B,0.0,0.0,0.0,0.0,False
ARPC5L,0.0,0.0,0.0,0.0,False
ENPP2,0.0,0.0,0.0,0.0,False
DSCC1,0.0,0.0,0.0,0.0,False
DERL1,0.0,0.0,0.0,0.0,False
MYC,0.0,0.0,0.0,0.0,False
CCN3,0.0,0.0,0.0,0.0,False
IL33,0.0,0.0,0.0,0.0,False
DMAC1,0.0,0.0,0.0,0.0,False
RANBP6,0.0,0.0,0.0,0.0,False
POLR1E,0.0,0.0,0.0,0.0,False
PLAA,0.0,0.0,0.0,0.0,False
IL11RA,0.0,0.0,0.0,0.0,False
UBAP2,0.0,0.0,0.0,0.0,False
APTX,0.0,0.0,0.0,0.0,False
RNF38,0.0,0.0,0.0,0.0,False
CCL21,0.0,0.0,0.0,0.0,False
SIT1,0.0,0.0,0.0,0.0,False
IFNA21,0.0,0.0,0.0,0.0,False
DMRT1,0.0,0.0,0.0,0.0,False
DNAJB5,0.0,0.0,0.0,0.0,False
SPAG8,0.0,0.0,0.0,0.0,False
DCTN3,0.0,0.0,0.0,0.0,False
CD72,0.0,0.0,0.0,0.0,False
TMEM8B,0.0,0.0,0.0,0.0,False
GRHPR,0.0,0.0,0.0,0.0,False
ALDH1B1,0.0,0.0,0.0,0.0,False
HINT2,0.0,0.0,0.0,0.0,False
ARHGEF39,0.0,0.0,0.0,0.0,False
IGFBPL1,0.0,0.0,0.0,0.0,False
DENND4C,0.0,0.0,0.0,0.0,False
RPS6,0.0,0.0,0.0,0.0,False
CNPY3,0.0,0.0,0.0,0.0,False
FOXP4,0.0,0.0,0.0,0.0,False
PPIL1,0.0,0.0,0.0,0.0,False
KLC4,0.0,0.0,0.0,0.0,False
KIF13A,0.0,0.0,0.0,0.0,False
ZSCAN9,0.0,0.0,0.0,0.0,False
PIM1,0.0,0.0,0.0,0.0,False
CDSN,0.0,0.0,0.0,0.0,False
GMPR,0.0,0.0,0.0,0.0,False
CMTR1,0.0,0.0,0.0,0.0,False
SLC22A7,0.0,0.0,0.0,0.0,False
YIPF3,0.0,0.0,0.0,0.0,False
TMEM14B,0.0,0.0,0.0,0.0,False
FRS3,0.0,0.0,0.0,0.0,False
TJAP1,0.0,0.0,0.0,0.0,False
CAPN11,0.0,0.0,0.0,0.0,False
TINAG,0.0,0.0,0.0,0.0,False
HCRTR2,0.0,0.0,0.0,0.0,False
KIAA0319,0.0,0.0,0.0,0.0,False
IRF4,0.0,0.0,0.0,0.0,False
SLC22A23,0.0,0.0,0.0,0.0,False
TUBB2A,0.0,0.0,0.0,0.0,False
LRRC1,0.0,0.0,0.0,0.0,False
GCM1,0.0,0.0,0.0,0.0,False
FOXF2,0.0,0.0,0.0,0.0,False
BPHL,0.0,0.0,0.0,0.0,False
RIPK1,0.0,0.0,0.0,0.0,False
UQCC2,0.0,0.0,0.0,0.0,False
TCF19,0.0,0.0,0.0,0.0,False
TRIM26,0.0,0.0,0.0,0.0,False
RANP1,0.0,0.0,0.0,0.0,False
IER3,0.0,0.0,0.0,0.0,False
DDR1,0.0,0.0,0.0,0.0,False
MDC1,0.0,0.0,0.0,0.0,False
PGBD1,0.0,0.0,0.0,0.0,False
ATAT1,0.0,0.0,0.0,0.0,False
MOG,0.0,0.0,0.0,0.0,False
TPMT,0.0,0.0,0.0,0.0,False
TRIM15,0.0,0.0,0.0,0.0,False
CLPS,0.0,0.0,0.0,0.0,False
RNF144B,0.0,0.0,0.0,0.0,False
TRIM10,0.0,0.0,0.0,0.0,False
TRIM31,0.0,0.0,0.0,0.0,False
HLA-F,0.0,0.0,0.0,0.0,False
NRM,0.0,0.0,0.0,0.0,False
MTCH1,0.0,0.0,0.0,0.0,False
VARS2,0.0,0.0,0.0,0.0,False
TAF8,0.0,0.0,0.0,0.0,False
FAM8A1,0.0,0.0,0.0,0.0,False
C6ORF52,0.0,0.0,0.0,0.0,False
FGFBP1,0.0,0.0,0.0,0.0,False
FGFBP2,0.0,0.0,0.0,0.0,False
CPEB2,0.0,0.0,0.0,0.0,False
FHDC1,0.0,0.0,0.0,0.0,False
MGARP,0.0,0.0,0.0,0.0,False
TTC29,0.0,0.0,0.0,0.0,False
MYO7A,0.0,0.0,0.0,0.0,False
FCHSD2,0.0,0.0,0.0,0.0,False
ARRB1,0.0,0.0,0.0,0.0,False
SLCO2B1,0.0,0.0,0.0,0.0,False
THAP12,0.0,0.0,0.0,0.0,False
ANKRD42,0.0,0.0,0.0,0.0,False
IL18BP,0.0,0.0,0.0,0.0,False
CCDC90B,0.0,0.0,0.0,0.0,False
SYTL2,0.0,0.0,0.0,0.0,False
RAB30,0.0,0.0,0.0,0.0,False
CREBZF,0.0,0.0,0.0,0.0,False
PRCP,0.0,0.0,0.0,0.0,False
NARS2,0.0,0.0,0.0,0.0,False
RNF121,0.0,0.0,0.0,0.0,False
MRPL15,0.0,0.0,0.0,0.0,False
PI15,0.0,0.0,0.0,0.0,False
TTPA,0.0,0.0,0.0,0.0,False
GGH,0.0,0.0,0.0,0.0,False
SLCO5A1,0.0,0.0,0.0,0.0,False
TGS1,0.0,0.0,0.0,0.0,False
SDCBP,0.0,0.0,0.0,0.0,False
NEK1,0.0,0.0,0.0,0.0,False
DDX60,0.0,0.0,0.0,0.0,False
NXPE4,0.0,0.0,0.0,0.0,False
TMPRSS4,0.0,0.0,0.0,0.0,False
BUD13,0.0,0.0,0.0,0.0,False
TRPC6,0.0,0.0,0.0,0.0,False
MMP7,0.0,0.0,0.0,0.0,False
MMP20,0.0,0.0,0.0,0.0,False
MMP27,0.0,0.0,0.0,0.0,False
CFAP300,0.0,0.0,0.0,0.0,False
DCUN1D5,0.0,0.0,0.0,0.0,False
TRIM29,0.0,0.0,0.0,0.0,False
SLC37A4,0.0,0.0,0.0,0.0,False
BTG4,0.0,0.0,0.0,0.0,False
POU2F3,0.0,0.0,0.0,0.0,False
RDX,0.0,0.0,0.0,0.0,False
PPP2R1B,0.0,0.0,0.0,0.0,False
FDX1,0.0,0.0,0.0,0.0,False
C11ORF1,0.0,0.0,0.0,0.0,False
ARHGAP20,0.0,0.0,0.0,0.0,False
FXYD2,0.0,0.0,0.0,0.0,False
MMP13,0.0,0.0,0.0,0.0,False
TMPRSS13,0.0,0.0,0.0,0.0,False
CASP5,0.0,0.0,0.0,0.0,False
ALKBH8,0.0,0.0,0.0,0.0,False
MAP2K5,0.0,0.0,0.0,0.0,False
UNC13C,0.0,0.0,0.0,0.0,False
CTDSPL2,0.0,0.0,0.0,0.0,False
SLTM,0.0,0.0,0.0,0.0,False
MAPKBP1,0.0,0.0,0.0,0.0,False
NUSAP1,0.0,0.0,0.0,0.0,False
NDUFAF1,0.0,0.0,0.0,0.0,False
KIF23,0.0,0.0,0.0,0.0,False
ENSG00000137808,0.0,0.0,0.0,0.0,False
ITGA11,0.0,0.0,0.0,0.0,False
KNL1,0.0,0.0,0.0,0.0,False
HAUS2,0.0,0.0,0.0,0.0,False
RTF1,0.0,0.0,0.0,0.0,False
PARP6,0.0,0.0,0.0,0.0,False
RPLP1,0.0,0.0,0.0,0.0,False
PAQR5,0.0,0.0,0.0,0.0,False
LRRC49,0.0,0.0,0.0,0.0,False
TUBGCP4,0.0,0.0,0.0,0.0,False
RMDN3,0.0,0.0,0.0,0.0,False
ITPKA,0.0,0.0,0.0,0.0,False
SMAD6,0.0,0.0,0.0,0.0,False
TMEM62,0.0,0.0,0.0,0.0,False
PAK6,0.0,0.0,0.0,0.0,False
ADAM10,0.0,0.0,0.0,0.0,False
DUOX1,0.0,0.0,0.0,0.0,False
SLC28A2,0.0,0.0,0.0,0.0,False
STRA6,0.0,0.0,0.0,0.0,False
CYP19A1,0.0,0.0,0.0,0.0,False
ZNF280D,0.0,0.0,0.0,0.0,False
BCL2L10,0.0,0.0,0.0,0.0,False
RSL24D1,0.0,0.0,0.0,0.0,False
SPTBN5,0.0,0.0,0.0,0.0,False
GCOM1,0.0,0.0,0.0,0.0,False
GCHFR,0.0,0.0,0.0,0.0,False
BCAR3,0.0,0.0,0.0,0.0,False
TTLL7,0.0,0.0,0.0,0.0,False
FNBP1L,0.0,0.0,0.0,0.0,False
KYAT3,0.0,0.0,0.0,0.0,False
GTF2B,0.0,0.0,0.0,0.0,False
BRDT,0.0,0.0,0.0,0.0,False
RABGGTB,0.0,0.0,0.0,0.0,False
IFI44L,0.0,0.0,0.0,0.0,False
GIPC2,0.0,0.0,0.0,0.0,False
SLC44A5,0.0,0.0,0.0,0.0,False
RPL7P9,0.0,0.0,0.0,0.0,False
CLCA2,0.0,0.0,0.0,0.0,False
DNASE2B,0.0,0.0,0.0,0.0,False
DBT,0.0,0.0,0.0,0.0,False
RTCA,0.0,0.0,0.0,0.0,False
IFT172,0.0,0.0,0.0,0.0,False
SELENOI,0.0,0.0,0.0,0.0,False
CGREF1,0.0,0.0,0.0,0.0,False
HADHB,0.0,0.0,0.0,0.0,False
KHK,0.0,0.0,0.0,0.0,False
ADCY3,0.0,0.0,0.0,0.0,False
PPM1B,0.0,0.0,0.0,0.0,False
PNPT1,0.0,0.0,0.0,0.0,False
DYNC2LI1,0.0,0.0,0.0,0.0,False
LHCGR,0.0,0.0,0.0,0.0,False
THUMPD2,0.0,0.0,0.0,0.0,False
SULT6B1,0.0,0.0,0.0,0.0,False
RAB1A,0.0,0.0,0.0,0.0,False
ACTR2,0.0,0.0,0.0,0.0,False
PREB,0.0,0.0,0.0,0.0,False
SLC5A6,0.0,0.0,0.0,0.0,False
ABCG5,0.0,0.0,0.0,0.0,False
PREPL,0.0,0.0,0.0,0.0,False
SLC3A1,0.0,0.0,0.0,0.0,False
FBXO11,0.0,0.0,0.0,0.0,False
SIX3,0.0,0.0,0.0,0.0,False
ATRAID,0.0,0.0,0.0,0.0,False
CENPO,0.0,0.0,0.0,0.0,False
LRPPRC,0.0,0.0,0.0,0.0,False
TRIM54,0.0,0.0,0.0,0.0,False
DTNB,0.0,0.0,0.0,0.0,False
ACTR1A,0.0,0.0,0.0,0.0,False
CYP2C9,0.0,0.0,0.0,0.0,False
MFSD13A,0.0,0.0,0.0,0.0,False
CYP2C8,0.0,0.0,0.0,0.0,False
LOXL4,0.0,0.0,0.0,0.0,False
STAMBPL1,0.0,0.0,0.0,0.0,False
CH25H,0.0,0.0,0.0,0.0,False
LBX1,0.0,0.0,0.0,0.0,False
ATAD1,0.0,0.0,0.0,0.0,False
BTBD16,0.0,0.0,0.0,0.0,False
KIF11,0.0,0.0,0.0,0.0,False
CUZD1,0.0,0.0,0.0,0.0,False
TACC2,0.0,0.0,0.0,0.0,False
DUSP5,0.0,0.0,0.0,0.0,False
CALHM2,0.0,0.0,0.0,0.0,False
ARL3,0.0,0.0,0.0,0.0,False
CEP55,0.0,0.0,0.0,0.0,False
KIF20B,0.0,0.0,0.0,0.0,False
ENTPD1,0.0,0.0,0.0,0.0,False
EXOC6,0.0,0.0,0.0,0.0,False
PLCE1,0.0,0.0,0.0,0.0,False
RBP4,0.0,0.0,0.0,0.0,False
DBR1,0.0,0.0,0.0,0.0,False
DNAJC13,0.0,0.0,0.0,0.0,False
GPR87,0.0,0.0,0.0,0.0,False
ANXA7,0.0,0.0,0.0,0.0,False
FAM149B1,0.0,0.0,0.0,0.0,False
ASCC1,0.0,0.0,0.0,0.0,False
PLA2G12B,0.0,0.0,0.0,0.0,False
ZNF365,0.0,0.0,0.0,0.0,False
OIT3,0.0,0.0,0.0,0.0,False
ADAMTS14,0.0,0.0,0.0,0.0,False
RPS24,0.0,0.0,0.0,0.0,False
TET1,0.0,0.0,0.0,0.0,False
DNA2,0.0,0.0,0.0,0.0,False
MYPN,0.0,0.0,0.0,0.0,False
ATIC,0.0,0.0,0.0,0.0,False
SMARCAL1,0.0,0.0,0.0,0.0,False
BARD1,0.0,0.0,0.0,0.0,False
STAT4,0.0,0.0,0.0,0.0,False
MSTN,0.0,0.0,0.0,0.0,False
CARF,0.0,0.0,0.0,0.0,False
ASNSD1,0.0,0.0,0.0,0.0,False
METTL5,0.0,0.0,0.0,0.0,False
SSB,0.0,0.0,0.0,0.0,False
NAB1,0.0,0.0,0.0,0.0,False
CDK15,0.0,0.0,0.0,0.0,False
PPIG,0.0,0.0,0.0,0.0,False
FASTKD1,0.0,0.0,0.0,0.0,False
MDH1B,0.0,0.0,0.0,0.0,False
HECW2,0.0,0.0,0.0,0.0,False
IDH1,0.0,0.0,0.0,0.0,False
OLA1,0.0,0.0,0.0,0.0,False
CIR1,0.0,0.0,0.0,0.0,False
ITPRID2,0.0,0.0,0.0,0.0,False
CHRNA1,0.0,0.0,0.0,0.0,False
FAM117B,0.0,0.0,0.0,0.0,False
WDR12,0.0,0.0,0.0,0.0,False
ABI2,0.0,0.0,0.0,0.0,False
SLC35A5,0.0,0.0,0.0,0.0,False
SLC49A4,0.0,0.0,0.0,0.0,False
SENP7,0.0,0.0,0.0,0.0,False
GUCA1C,0.0,0.0,0.0,0.0,False
CCDC54,0.0,0.0,0.0,0.0,False
COX17,0.0,0.0,0.0,0.0,False
PARP9,0.0,0.0,0.0,0.0,False
MNS1,0.0,0.0,0.0,0.0,False
USP8,0.0,0.0,0.0,0.0,False
SECISBP2L,0.0,0.0,0.0,0.0,False
TMOD3,0.0,0.0,0.0,0.0,False
SPPL2A,0.0,0.0,0.0,0.0,False
GLCE,0.0,0.0,0.0,0.0,False
SHF,0.0,0.0,0.0,0.0,False
APH1B,0.0,0.0,0.0,0.0,False
INTS14,0.0,0.0,0.0,0.0,False
CILP,0.0,0.0,0.0,0.0,False
PARP16,0.0,0.0,0.0,0.0,False
PPCDC,0.0,0.0,0.0,0.0,False
HCN4,0.0,0.0,0.0,0.0,False
SEMA7A,0.0,0.0,0.0,0.0,False
UBL7,0.0,0.0,0.0,0.0,False
ARHGAP24,0.0,0.0,0.0,0.0,False
FAM13A,0.0,0.0,0.0,0.0,False
HERC3,0.0,0.0,0.0,0.0,False
HERC6,0.0,0.0,0.0,0.0,False
HERC5,0.0,0.0,0.0,0.0,False
NDST4,0.0,0.0,0.0,0.0,False
ZGRF1,0.0,0.0,0.0,0.0,False
AP1AR,0.0,0.0,0.0,0.0,False
COPS4,0.0,0.0,0.0,0.0,False
HNRNPD,0.0,0.0,0.0,0.0,False
PRKG2,0.0,0.0,0.0,0.0,False
RASGEF1B,0.0,0.0,0.0,0.0,False
SEC31A,0.0,0.0,0.0,0.0,False
FGF5,0.0,0.0,0.0,0.0,False
GPAT3,0.0,0.0,0.0,0.0,False
IL21,0.0,0.0,0.0,0.0,False
BBS7,0.0,0.0,0.0,0.0,False
KIAA1109,0.0,0.0,0.0,0.0,False
BMPR1B,0.0,0.0,0.0,0.0,False
RAP1GDS1,0.0,0.0,0.0,0.0,False
LARP1B,0.0,0.0,0.0,0.0,False
PDE5A,0.0,0.0,0.0,0.0,False
PRDM5,0.0,0.0,0.0,0.0,False
TRPC3,0.0,0.0,0.0,0.0,False
NAAA,0.0,0.0,0.0,0.0,False
NUP54,0.0,0.0,0.0,0.0,False
CXCL9,0.0,0.0,0.0,0.0,False
BMP2K,0.0,0.0,0.0,0.0,False
G3BP2,0.0,0.0,0.0,0.0,False
SEPTIN11,0.0,0.0,0.0,0.0,False
SCARB2,0.0,0.0,0.0,0.0,False
CCNG2,0.0,0.0,0.0,0.0,False
CNOT6L,0.0,0.0,0.0,0.0,False
USO1,0.0,0.0,0.0,0.0,False
CDKL2,0.0,0.0,0.0,0.0,False
ANXA3,0.0,0.0,0.0,0.0,False
PPA2,0.0,0.0,0.0,0.0,False
CENPE,0.0,0.0,0.0,0.0,False
GSTCD,0.0,0.0,0.0,0.0,False
INTS12,0.0,0.0,0.0,0.0,False
ENPEP,0.0,0.0,0.0,0.0,False
CASP6,0.0,0.0,0.0,0.0,False
HADH,0.0,0.0,0.0,0.0,False
EGF,0.0,0.0,0.0,0.0,False
PAPSS1,0.0,0.0,0.0,0.0,False
SEC24B,0.0,0.0,0.0,0.0,False
C4ORF17,0.0,0.0,0.0,0.0,False
PPP3CA,0.0,0.0,0.0,0.0,False
SLC39A8,0.0,0.0,0.0,0.0,False
MTTP,0.0,0.0,0.0,0.0,False
RGS3,0.0,0.0,0.0,0.0,False
GUCD1,0.0,0.0,0.0,0.0,False
TTLL8,0.0,0.0,0.0,0.0,False
RNF185,0.0,0.0,0.0,0.0,False
SHISAL1,0.0,0.0,0.0,0.0,False
PDE6H,0.0,0.0,0.0,0.0,False
ERP27,0.0,0.0,0.0,0.0,False
ETV6,0.0,0.0,0.0,0.0,False
GABARAPL1,0.0,0.0,0.0,0.0,False
KIF21A,0.0,0.0,0.0,0.0,False
CPNE8,0.0,0.0,0.0,0.0,False
YARS2,0.0,0.0,0.0,0.0,False
FGD4,0.0,0.0,0.0,0.0,False
ALG10,0.0,0.0,0.0,0.0,False
PIK3C2G,0.0,0.0,0.0,0.0,False
SINHCAF,0.0,0.0,0.0,0.0,False
PLCZ1,0.0,0.0,0.0,0.0,False
AEBP2,0.0,0.0,0.0,0.0,False
SLCO1C1,0.0,0.0,0.0,0.0,False
ETFBKMT,0.0,0.0,0.0,0.0,False
ETNK1,0.0,0.0,0.0,0.0,False
ZCRB1,0.0,0.0,0.0,0.0,False
TMEM117,0.0,0.0,0.0,0.0,False
PRICKLE1,0.0,0.0,0.0,0.0,False
C1RL,0.0,0.0,0.0,0.0,False
NDUFA9,0.0,0.0,0.0,0.0,False
CLSTN3,0.0,0.0,0.0,0.0,False
KLRG1,0.0,0.0,0.0,0.0,False
VAMP1,0.0,0.0,0.0,0.0,False
TAPBPL,0.0,0.0,0.0,0.0,False
CD27,0.0,0.0,0.0,0.0,False
RBP5,0.0,0.0,0.0,0.0,False
PEX5,0.0,0.0,0.0,0.0,False
PIANP,0.0,0.0,0.0,0.0,False
SLC38A4,0.0,0.0,0.0,0.0,False
AMIGO2,0.0,0.0,0.0,0.0,False
SCAF11,0.0,0.0,0.0,0.0,False
PPFIA2,0.0,0.0,0.0,0.0,False
ANP32D,0.0,0.0,0.0,0.0,False
LLPH,0.0,0.0,0.0,0.0,False
RPL14P1,0.0,0.0,0.0,0.0,False
MARCHF9,0.0,0.0,0.0,0.0,False
INHBE,0.0,0.0,0.0,0.0,False
GLIPR1,0.0,0.0,0.0,0.0,False
TPH2,0.0,0.0,0.0,0.0,False
TMEM19,0.0,0.0,0.0,0.0,False
LGR5,0.0,0.0,0.0,0.0,False
PTPRQ,0.0,0.0,0.0,0.0,False
POC1B,0.0,0.0,0.0,0.0,False
TMTC3,0.0,0.0,0.0,0.0,False
KERA,0.0,0.0,0.0,0.0,False
SNRPF,0.0,0.0,0.0,0.0,False
AMDHD1,0.0,0.0,0.0,0.0,False
NEDD1,0.0,0.0,0.0,0.0,False
SYCP3,0.0,0.0,0.0,0.0,False
ASCL1,0.0,0.0,0.0,0.0,False
GAS2L3,0.0,0.0,0.0,0.0,False
TMEM132B,0.0,0.0,0.0,0.0,False
SLC15A4,0.0,0.0,0.0,0.0,False
TDG,0.0,0.0,0.0,0.0,False
RITA1,0.0,0.0,0.0,0.0,False
SDSL,0.0,0.0,0.0,0.0,False
MMAB,0.0,0.0,0.0,0.0,False
GLTP,0.0,0.0,0.0,0.0,False
GIT2,0.0,0.0,0.0,0.0,False
TCHP,0.0,0.0,0.0,0.0,False
FAM222A,0.0,0.0,0.0,0.0,False
FOXN4,0.0,0.0,0.0,0.0,False
NUP58,0.0,0.0,0.0,0.0,False
MTMR6,0.0,0.0,0.0,0.0,False
SLC46A3,0.0,0.0,0.0,0.0,False
SLC7A1,0.0,0.0,0.0,0.0,False
PDX1,0.0,0.0,0.0,0.0,False
LNX2,0.0,0.0,0.0,0.0,False
SUOX,0.0,0.0,0.0,0.0,False
CCDC65,0.0,0.0,0.0,0.0,False
SLC39A5,0.0,0.0,0.0,0.0,False
TARBP2,0.0,0.0,0.0,0.0,False
RDH16,0.0,0.0,0.0,0.0,False
DHH,0.0,0.0,0.0,0.0,False
ACVRL1,0.0,0.0,0.0,0.0,False
GPR84,0.0,0.0,0.0,0.0,False
NPFF,0.0,0.0,0.0,0.0,False
NABP2,0.0,0.0,0.0,0.0,False
N4BP2L1,0.0,0.0,0.0,0.0,False
CELA1,0.0,0.0,0.0,0.0,False
